arch,compiler,commit_hash,method,test,omp_threads,wallclock_seconds
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,219.2
Emerald Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,148.1
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1245.9
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,799
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,559.4
Emerald Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,64,476.9
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,1085.7
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,573.1
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,320.1
Emerald Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,200.4
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,8,448.2
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,16,359.6
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,32,315.2
Emerald Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,64,304.5
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,8,632.2
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,16,357.6
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,32,215.2
Emerald Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,64,145.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,8,1302.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,16,799.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,32,568
Emerald Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,64,572.8
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1232.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,640.6
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,346.4
Emerald Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,209.5
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,436.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,343.4
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,301.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,279.9
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,8,627.1
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,16,352.7
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,32,213.2
Emerald Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,64,149.9
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,8,1006.6
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,16,656.1
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,32,488.4
Emerald Rapids,ifx,1b52195431,Method 4,15M_dynamo,64,534
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,823.3
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,438.5
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,247.3
Emerald Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,167.4
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,8,290
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,16,205.6
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,32,164.5
Emerald Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,64,148.9
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,8,553.8
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,16,326
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,32,212.6
Emerald Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,64,168.9
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,8,1550.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,16,934.1
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,32,669
Emerald Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,64,566.2
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1143.9
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,612
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,353.7
Emerald Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,239.5
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,390.2
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,267.1
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,204.7
Emerald Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,176.6
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,8,746.5
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,16,417
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,32,285.9
Emerald Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,64,235.5
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,8,1101.7
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,16,722.1
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,32,538.4
Emerald Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,64,478.7
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1054.4
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,569.8
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,327.1
Emerald Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,214.8
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,319.3
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,223.9
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,177.8
Emerald Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,161.3
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,602.2
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,360.6
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,237.9
Emerald Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,186.3
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,1050.1
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,681
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,536.6
Emerald Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,563
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,781.3
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,419.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,258.7
Emerald Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,172.4
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,304.6
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,217.7
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,174.5
Emerald Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,167.2
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,588.3
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,348.4
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,243.2
Emerald Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,199.7
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,966.3
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,634.1
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,479.5
Emerald Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,444.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,763.1
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,408.4
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,226.7
Emerald Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,149.8
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,285.7
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,204.9
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,165.1
Emerald Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,147.8
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,560.6
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,325
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,210.6
Emerald Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,162.3
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,8,1200.3
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,16,760.2
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,32,543.5
Granite Rapids,gfortran,1b52195431,Method 4,15M_dynamo,64,453
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,1008.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,529.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,298.9
Granite Rapids,gfortran,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,189.3
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,8,390.8
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,16,309.8
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,32,271.5
Granite Rapids,gfortran,1b52195431,Method 4,5M_cepheid_blue_loop,64,254.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,8,583.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,16,328.9
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,32,204.1
Granite Rapids,gfortran,1b52195431,Method 4,wd_stable_h_burn,64,148.4
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,8,1294.6
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,16,815.6
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,32,578.7
Granite Rapids,gfortran,2bc2f83440,Method 1,15M_dynamo,64,478.4
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,1103.7
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,584.1
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,329.7
Granite Rapids,gfortran,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,212
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,651.1
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,558
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,512.4
Granite Rapids,gfortran,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,493.9
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,8,630.2
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,16,355.4
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,32,221.1
Granite Rapids,gfortran,2bc2f83440,Method 1,wd_stable_h_burn,64,159
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,8,1215.2
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,16,778
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,32,557.8
Granite Rapids,gfortran,443cecf1c2,Method 2,15M_dynamo,64,466.5
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,1112.5
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,588
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,330.4
Granite Rapids,gfortran,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,209.4
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,406.2
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,329.7
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,285
Granite Rapids,gfortran,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,269.9
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,8,606.7
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,16,343.9
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,32,214.5
Granite Rapids,gfortran,443cecf1c2,Method 2,wd_stable_h_burn,64,154
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,8,1196.7
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,16,766
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,32,550.4
Granite Rapids,gfortran,93c43202ce,Method 3,15M_dynamo,64,462
Granite Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,1144.8
Granite Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,604.9
Granite Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,340.7
Granite Rapids,gfortran,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,218.5
Granite Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,8,404.2
Granite Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,16,324.2
Granite Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,32,282.8
Granite Rapids,gfortran,93c43202ce,Method 3,5M_cepheid_blue_loop,64,265.7
Granite Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,8,594.9
Granite Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,16,334.5
Granite Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,32,207.8
Granite Rapids,gfortran,93c43202ce,Method 3,wd_stable_h_burn,64,149.3
Granite Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,8,1256.4
Granite Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,16,788.1
Granite Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,32,559.1
Granite Rapids,gfortran,e6f5155e12,Method 5,15M_dynamo,64,462.6
Granite Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,1335.3
Granite Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,704
Granite Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,395.8
Granite Rapids,gfortran,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,251.3
Granite Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,401.1
Granite Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,308.9
Granite Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,267.8
Granite Rapids,gfortran,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,248.8
Granite Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,8,630.2
Granite Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,16,354.4
Granite Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,32,218.6
Granite Rapids,gfortran,e6f5155e12,Method 5,wd_stable_h_burn,64,156.3
Granite Rapids,ifx,1b52195431,Method 4,15M_dynamo,8,959.4
Granite Rapids,ifx,1b52195431,Method 4,15M_dynamo,16,662
Granite Rapids,ifx,1b52195431,Method 4,15M_dynamo,32,525.3
Granite Rapids,ifx,1b52195431,Method 4,15M_dynamo,64,480.1
Granite Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,8,777.2
Granite Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,16,422.1
Granite Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,32,246.7
Granite Rapids,ifx,1b52195431,Method 4,20M_pre_ms_to_core_collapse,64,172.6
Granite Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,8,287.2
Granite Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,16,200.5
Granite Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,32,157
Granite Rapids,ifx,1b52195431,Method 4,5M_cepheid_blue_loop,64,146.8
Granite Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,8,580.8
Granite Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,16,345
Granite Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,32,228.2
Granite Rapids,ifx,1b52195431,Method 4,wd_stable_h_burn,64,178.6
Granite Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,8,1091.7
Granite Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,16,732.2
Granite Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,32,587.2
Granite Rapids,ifx,2bc2f83440,Method 1,15M_dynamo,64,539.8
Granite Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,8,807
Granite Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,16,432.4
Granite Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,32,246
Granite Rapids,ifx,2bc2f83440,Method 1,20M_pre_ms_to_core_collapse,64,159
Granite Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,8,359.4
Granite Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,16,242.3
Granite Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,32,185.8
Granite Rapids,ifx,2bc2f83440,Method 1,5M_cepheid_blue_loop,64,169.3
Granite Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,8,722.5
Granite Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,16,427.4
Granite Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,32,283.9
Granite Rapids,ifx,2bc2f83440,Method 1,wd_stable_h_burn,64,223.1
Granite Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,8,1032.2
Granite Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,16,700.5
Granite Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,32,554.2
Granite Rapids,ifx,443cecf1c2,Method 2,15M_dynamo,64,509.7
Granite Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,8,785.3
Granite Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,16,422.8
Granite Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,32,246
Granite Rapids,ifx,443cecf1c2,Method 2,20M_pre_ms_to_core_collapse,64,174.1
Granite Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,8,309.4
Granite Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,16,214
Granite Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,32,166.5
Granite Rapids,ifx,443cecf1c2,Method 2,5M_cepheid_blue_loop,64,157.7
Granite Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,8,631.6
Granite Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,16,373.9
Granite Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,32,247.5
Granite Rapids,ifx,443cecf1c2,Method 2,wd_stable_h_burn,64,193.4
Granite Rapids,ifx,93c43202ce,Method 3,15M_dynamo,8,983.2
Granite Rapids,ifx,93c43202ce,Method 3,15M_dynamo,16,671.5
Granite Rapids,ifx,93c43202ce,Method 3,15M_dynamo,32,532.3
Granite Rapids,ifx,93c43202ce,Method 3,15M_dynamo,64,488.8
Granite Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,8,866.2
Granite Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,16,470.2
Granite Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,32,277.7
Granite Rapids,ifx,93c43202ce,Method 3,20M_pre_ms_to_core_collapse,64,196.3
Granite Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,8,296.1
Granite Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,16,205.2
Granite Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,32,160.2
Granite Rapids,ifx,93c43202ce,Method 3,5M_cepheid_blue_loop,64,149.2
Granite Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,8,607.9
Granite Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,16,363.2
Granite Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,32,240.3
Granite Rapids,ifx,93c43202ce,Method 3,wd_stable_h_burn,64,188.7
Granite Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,8,980.7
Granite Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,16,673
Granite Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,32,533
Granite Rapids,ifx,e6f5155e12,Method 5,15M_dynamo,64,485.7
Granite Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,8,810.5
Granite Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,16,436
Granite Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,32,250.6
Granite Rapids,ifx,e6f5155e12,Method 5,20M_pre_ms_to_core_collapse,64,169.7
Granite Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,8,292.8
Granite Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,16,201.8
Granite Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,32,157.1
Granite Rapids,ifx,e6f5155e12,Method 5,5M_cepheid_blue_loop,64,144.8
Granite Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,8,607.3
Granite Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,16,359.5
Granite Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,32,237.6
Granite Rapids,ifx,e6f5155e12,Method 5,wd_stable_h_burn,64,183.2
