arch,compiler,mpi_tasks,method,test,time
Emerald Rapids,ifx,64,host,Dispersion,1241.24
Emerald Rapids,ifx,24,host,Dispersion,2518.48
Emerald Rapids,ifx,24,host,Dispersion,2487.83
Emerald Rapids,ifx,24,host,Dispersion,2527.14
Ice Lake,ifx,48,host,Dispersion,2691.25
Ice Lake,ifx,48,host,Dispersion,2680.71
Ice Lake,ifx,48,host,Dispersion,2695.65
Emerald Rapids,ifx,48,host,Dispersion,1375.84
Emerald Rapids,ifx,48,host,Dispersion,1374.37
Emerald Rapids,ifx,48,host,Dispersion,1376.3899999999999
Granite Rapids,gfortran,16,base,Dispersion,4189.89
Granite Rapids,gfortran,16,base,Dispersion,4166.2
Granite Rapids,gfortran,16,base,Dispersion,4088.36
Granite Rapids,gfortran,32,base,Dispersion,2813.31
Granite Rapids,gfortran,32,base,Dispersion,2856.2400000000002
Granite Rapids,gfortran,32,base,Dispersion,2869.38
Granite Rapids,gfortran,64,base,Dispersion,2450.89
Granite Rapids,gfortran,64,base,Dispersion,2466.11
Granite Rapids,gfortran,64,base,Dispersion,1977.36
Granite Rapids,gfortran,24,base,Dispersion,3263.12
Granite Rapids,gfortran,24,base,Dispersion,3249.32
Granite Rapids,gfortran,24,base,Dispersion,3441.49
Granite Rapids,gfortran,16,host,Dispersion,4165.72
Granite Rapids,gfortran,16,host,Dispersion,4068.6
Granite Rapids,gfortran,16,host,Dispersion,4133.45
Granite Rapids,gfortran,32,host,Dispersion,2842.81
Granite Rapids,gfortran,32,host,Dispersion,2819.2799999999997
Granite Rapids,gfortran,32,host,Dispersion,2818.9900000000002
Granite Rapids,gfortran,64,host,Dispersion,2392.75
Granite Rapids,gfortran,64,host,Dispersion,2346.86
Granite Rapids,gfortran,64,host,Dispersion,2369.33
Granite Rapids,gfortran,24,host,Dispersion,3513.06
Granite Rapids,gfortran,24,host,Dispersion,3480.31
Granite Rapids,gfortran,24,host,Dispersion,3449.02
Granite Rapids,ifx,16,base,Dispersion,3612.63
Granite Rapids,ifx,16,base,Dispersion,3576.04
Granite Rapids,ifx,16,base,Dispersion,4020.16
Granite Rapids,ifx,32,base,Dispersion,1708.45
Granite Rapids,ifx,32,base,Dispersion,1665.6000000000001
Granite Rapids,ifx,32,base,Dispersion,1622.58
Granite Rapids,ifx,64,base,Dispersion,1054.03
Granite Rapids,ifx,64,base,Dispersion,1073.85
Granite Rapids,ifx,64,base,Dispersion,1060.96
Granite Rapids,ifx,24,base,Dispersion,2535.04
Granite Rapids,ifx,24,base,Dispersion,2574.14
Granite Rapids,ifx,24,base,Dispersion,2590.34
Granite Rapids,ifx,16,host,Dispersion,3594.88
Granite Rapids,ifx,16,host,Dispersion,3607.66
Granite Rapids,ifx,16,host,Dispersion,3584.08
Granite Rapids,ifx,32,host,Dispersion,1632.6799999999998
Granite Rapids,ifx,32,host,Dispersion,1641.21
Granite Rapids,ifx,32,host,Dispersion,1678.96
Granite Rapids,ifx,64,host,Dispersion,1090.32
Granite Rapids,ifx,64,host,Dispersion,1099.98
Granite Rapids,ifx,64,host,Dispersion,1101.46
Granite Rapids,ifx,24,host,Dispersion,2606.45
Granite Rapids,ifx,24,host,Dispersion,2638.6099999999997
Granite Rapids,ifx,24,host,Dispersion,2600.42
Granite Rapids,ifx,16,fmath,Dispersion,3583.7
Granite Rapids,ifx,16,fmath,Dispersion,3543.79
Granite Rapids,ifx,16,fmath,Dispersion,3561.84
Granite Rapids,ifx,32,fmath,Dispersion,1605.87
Granite Rapids,ifx,32,fmath,Dispersion,1608.5700000000002
Granite Rapids,ifx,32,fmath,Dispersion,1627.75
Granite Rapids,ifx,64,fmath,Dispersion,1085.3600000000001
Granite Rapids,ifx,64,fmath,Dispersion,1065.15
Granite Rapids,ifx,64,fmath,Dispersion,1073.8899999999999
Granite Rapids,ifx,24,fmath,Dispersion,2601.89
Granite Rapids,ifx,24,fmath,Dispersion,2537.23
Granite Rapids,ifx,24,fmath,Dispersion,2540.22
Granite Rapids,gfortran,16,fmath,Dispersion,4151.43
Granite Rapids,gfortran,16,fmath,Dispersion,4053.09
Granite Rapids,gfortran,16,fmath,Dispersion,4075.8900000000003
Granite Rapids,gfortran,32,fmath,Dispersion,2817.3599999999997
Granite Rapids,gfortran,32,fmath,Dispersion,2822.91
Granite Rapids,gfortran,32,fmath,Dispersion,2802.59
Granite Rapids,gfortran,64,fmath,Dispersion,2372.4300000000003
Granite Rapids,gfortran,64,fmath,Dispersion,2443.35
Granite Rapids,gfortran,64,fmath,Dispersion,2387.41
Granite Rapids,gfortran,24,fmath,Dispersion,3422.84
Granite Rapids,gfortran,24,fmath,Dispersion,3405.54
Granite Rapids,gfortran,24,fmath,Dispersion,3451.49
Granite Rapids,gfortran,48,base,Dispersion,2673.58
Granite Rapids,gfortran,48,base,Dispersion,2601.83
Granite Rapids,gfortran,48,base,Dispersion,2634.71
Granite Rapids,gfortran,48,host,Dispersion,2659.46
Granite Rapids,gfortran,48,host,Dispersion,2647.5499999999997
Granite Rapids,gfortran,48,host,Dispersion,2615.48
Granite Rapids,gfortran,48,fmath,Dispersion,2640.41
Granite Rapids,gfortran,48,fmath,Dispersion,2660.14
Granite Rapids,gfortran,48,fmath,Dispersion,2677.83
Granite Rapids,ifx,48,base,Dispersion,1326.18
Granite Rapids,ifx,48,base,Dispersion,1357.88
Granite Rapids,ifx,48,base,Dispersion,1335.92
Granite Rapids,ifx,48,host,Dispersion,1342.86
Granite Rapids,ifx,48,host,Dispersion,1363.91
Granite Rapids,ifx,48,host,Dispersion,1344.8899999999999
Granite Rapids,ifx,48,fmath,Dispersion,1320.72
Granite Rapids,ifx,48,fmath,Dispersion,1336.69
Granite Rapids,ifx,48,fmath,Dispersion,1304.59
